index,x0,x1,y2,,
1,14.64363961,214.436181,42.85160016,,0.1X0+0.2X1-1.5
2,2.8768742,8.276405165,0.442968453,,
3,10.84040248,117.514326,23.08690545,,
4,-13.58460943,184.5416134,34.04986174,,
5,-4.611011532,21.26142735,2.291184317,,
6,-6.965852526,48.52310142,7.508035031,,
7,2.503120158,6.265610528,0.003434121,,
8,-4.138553564,17.1276256,1.511669764,,
9,-7.0012922,49.01809246,7.603489272,,
10,-7.862630352,61.82095605,10.07792817,,
11,-5.656199539,31.99259323,4.332898692,,
12,-15.37853719,236.4994061,44.2620275,,
13,-14.66035218,214.9259259,40.01914996,,
14,-10.92355544,119.3240635,21.27245716,,
15,-9.822421939,96.47997275,16.81375236,,
16,-10.31439326,106.3867084,18.74590235,,
17,-13.54399108,183.4396943,33.83353975,,
18,-5.277276643,27.84964877,3.54220209,,
19,-2.116835562,4.480992796,-0.815484997,,
20,-15.17678484,230.334798,43.04928112,,
21,-0.535486687,0.286745992,-1.49619947,,
22,16.43047932,269.9606507,54.13517807,,
23,-12.78875344,163.5522145,29.93156756,,
24,-11.33288779,128.4343457,23.05358036,,
25,-14.03600966,197.0095671,36.49831245,,
26,-17.04019985,290.3684108,54.86966218,,
27,-15.42536355,237.9418407,44.54583179,,
28,-1.243579003,1.546488736,-1.315060153,,
29,9.223851676,85.07943975,16.43827312,,
30,4.507567968,20.31816899,3.014390595,,
31,4.19293301,17.58068723,2.435430747,,
32,13.29203324,176.6781477,35.16483286,,
33,2.416530465,5.839619489,-0.090423056,,
34,-15.84072597,250.9285993,47.10164726,,
35,10.37641765,107.6700432,21.07165041,,
36,7.638269941,58.3431677,10.93246053,,
37,8.223667482,67.62870686,12.84810812,,
38,-1.988048439,3.952336596,-0.908337525,,
39,4.880958313,23.82375405,3.752846641,,
40,-7.891868084,62.28158186,10.16712956,,
41,16.69560192,278.7431234,55.91818487,,
42,12.05452949,145.3116813,28.76778921,,
43,10.47516598,109.7291022,21.49333704,,
44,8.744979614,76.47466845,14.66943165,,
45,1.589475478,2.526432294,-0.835765993,,
46,-10.93745413,119.6279028,21.33183515,,
47,-10.29935206,106.0766529,18.68539537,,
48,9.472342177,89.72526632,17.39228748,,
49,3.521523568,12.40112824,1.332378005,,
50,7.247554761,52.52705001,9.730165478,,
51,14.7383803,217.2198538,43.41780879,,
52,12.94304185,167.5223323,33.29877065,,
53,-0.257954892,0.066540726,-1.512487344,,
54,14.93953234,223.1896266,44.63187855,,
55,-16.57226494,274.6399654,51.77076659,,
56,14.15396269,200.3346599,39.98232825,,
57,1.276185028,1.628648226,-1.046651852,,
58,6.877431473,47.29906367,8.647555881,,
59,0.862405493,0.743743234,-1.265010804,,
60,11.16562802,124.671249,24.5508126,,
61,6.840127356,46.78734224,8.541481184,,
62,-15.62145446,244.0298395,45.74382245,,
63,-12.1752002,148.2354999,26.92957996,,
64,-12.91129327,166.7014938,30.54916943,,
65,9.04761315,81.85930372,15.77662206,,
66,10.65740439,113.5802684,22.28179412,,
67,-9.993981294,99.8796621,17.47653429,,
68,13.04866833,170.2677452,33.85841587,,
69,9.009649317,81.17378081,15.63572109,,
70,10.02294039,100.459334,19.59416084,,
71,-16.20489905,262.5987531,49.39926072,,
72,-2.777822576,7.716298266,-0.234522604,,
73,-5.9163042,35.00265539,4.908900658,,
74,-8.93506533,79.83539244,13.57357196,,
75,3.659735489,13.39366385,1.544706319,,
76,5.022492277,25.22542867,4.047334962,,
77,-2.015756062,4.0632725,-0.888921106,,
78,-9.956031517,99.12256357,17.32890956,,
79,6.063951025,36.77150204,6.460695511,,
80,-1.264559565,1.599110893,-1.306633778,,
81,-10.77639996,116.1307961,20.64851922,,
82,-15.09061605,227.7266928,42.53627696,,
83,7.266617094,52.80372399,9.787406507,,
84,-9.807224655,96.18165543,16.75560862,,
85,-3.955411799,15.6452825,1.23351532,,
86,16.46350601,271.0470302,54.35575664,,
87,15.94490856,254.2401089,50.94251264,,
88,-5.639586386,31.80493461,4.297028283,,
89,15.27702282,233.3874263,46.70518754,,
90,3.047126996,9.284982927,0.661709285,,
91,13.50861931,182.4827957,36.34742107,,
92,12.05912097,145.4223986,28.79039182,,
93,-12.85768725,165.3201215,30.27825558,,
94,-15.43484532,238.2344502,44.60340551,,
95,2.444524844,5.975701713,-0.060407173,,
96,-15.7398479,247.742812,46.47457761,,
97,-15.40409111,237.2860231,44.41679551,,
98,9.916970782,98.34630949,19.16095898,,
99,16.0658459,258.1114044,51.72886547,,
100,13.7850411,190.0273581,37.88397573,,
101,-0.423635088,0.179466688,-1.506470171,,
102,-13.18103382,173.7396525,31.92982712,,
103,-9.322922486,86.91688369,14.95108449,,
104,7.524331325,56.61556188,10.57554551,,
105,0.037370622,0.001396563,-1.495983625,,
106,13.26516217,175.9645274,35.0194217,,
107,4.512694329,20.36441011,3.024151455,,
108,6.801397227,46.25900423,8.431940569,,
109,14.12695,199.5707162,39.82683824,,
110,5.358225959,28.71058543,4.777939682,,
111,13.64087169,186.0733804,37.07876325,,
112,-14.3429991,205.7216231,38.21002471,,
113,-8.567317247,73.39892481,12.32305324,,
114,-12.1333254,147.2175853,26.73018452,,
115,-13.56806325,184.0923404,33.96166176,,
116,-0.694406957,0.482201021,-1.473000492,,
117,-6.520620237,42.51848828,6.351635632,,
118,-8.422606154,70.94029443,11.84579827,,
119,-0.938329592,0.880462422,-1.417740475,,
120,-8.239108536,67.88290947,11.25267104,,
121,-8.079864943,65.2842175,10.74885701,,
122,-6.919160149,47.87477717,7.383039419,,
123,-1.280641122,1.640041684,-1.300055775,,
124,-3.750251986,14.06438996,0.937852793,,
125,12.40683565,153.9295709,30.52659775,,
126,16.50554893,272.4331453,54.63718395,,
127,0.776574261,0.603067583,-1.301729057,,
128,-6.22823437,38.79090336,5.635357235,,
129,-9.299254774,86.47613936,14.86530239,,
130,-2.797015775,7.823297247,-0.215042128,,
131,6.395997372,40.90878238,7.321356213,,
132,0.741254416,0.549458109,-1.315982937,,
133,14.10206464,198.8682272,39.6838519,,
134,10.31541252,106.4077354,20.81308833,,
135,-5.932577901,35.19548056,4.945838322,,
136,15.39384982,236.9706122,47.43350742,,
137,-3.90834394,15.27515236,1.164196078,,
138,-9.676661049,93.63776905,16.25988771,,
139,9.927059644,98.54651318,19.2020086,,
140,-3.051581314,9.312148514,0.057271571,,
141,-2.18558626,4.776787298,-0.763201166,,
142,2.46574284,6.079887752,-0.037448166,,
143,-10.23807385,104.8181562,18.43982386,,
144,11.39712683,129.8944999,25.61861266,,
145,-12.2054948,148.9741033,27.07427118,,
146,5.441020958,29.60470906,4.965043908,,
147,-10.80981382,116.8520748,20.78943358,,
148,8.69939043,75.67939385,14.50581781,,
